Reaction_No,Reactant_1_Name,Reactant_2_Name,Catalyst_1_Short_Hand,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,,
2052,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,CsF,THF,35.65,,
2053,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,K3PO4,THF,62.64,,
2054,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,K3PO4,THF,63.24,,
2055,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,K3PO4,THF,72.78,,
2056,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,K3PO4,THF,53.88,,
2057,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,K3PO4,THF,46.37,,
2058,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,K3PO4,THF,70.70,,
2059,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,K3PO4,THF,47.47,,
2060,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,K3PO4,THF,48.40,,
2061,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,K3PO4,THF,43.93,,
2062,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,K3PO4,THF,30.13,,
2063,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,K3PO4,THF,26.27,,
2064,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,K3PO4,THF,36.01,,
2065,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,KOH,THF,79.77,,
2066,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,KOH,THF,77.32,,
2067,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,KOH,THF,84.23,,
2068,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,KOH,THF,68.45,,
2069,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,KOH,THF,64.85,,
2070,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,KOH,THF,86.12,,
2071,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,KOH,THF,73.70,,
2072,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,KOH,THF,67.84,,
2073,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,KOH,THF,72.71,,
2074,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,KOH,THF,34.33,,
2075,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,KOH,THF,48.37,,
2076,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,KOH,THF,65.70,,
2077,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,LiOtBu,THF,93.55,,
2078,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,LiOtBu,THF,94.71,,
2079,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,LiOtBu,THF,95.53,,
2080,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,LiOtBu,THF,82.19,,
2081,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,LiOtBu,THF,87.04,,
2082,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,LiOtBu,THF,96.61,,
2083,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,LiOtBu,THF,95.34,,
2084,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,LiOtBu,THF,80.23,,
2085,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,LiOtBu,THF,93.67,,
2086,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,LiOtBu,THF,38.96,,
2087,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,LiOtBu,THF,66.41,,
2088,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,LiOtBu,THF,89.17,,
2089,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,Et3N,THF,96.25,,
2090,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,Et3N,THF,97.09,,
2091,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,Et3N,THF,96.00,,
2092,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,Et3N,THF,90.29,,
2093,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,Et3N,THF,84.87,,
2094,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,Et3N,THF,94.85,,
2095,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,Et3N,THF,85.37,,
2096,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,Et3N,THF,69.71,,
2097,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,Et3N,THF,80.34,,
2098,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,Et3N,THF,38.08,,
2099,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,Et3N,THF,45.74,,
2100,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,Et3N,THF,67.62,,
2101,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,None,THF,89.61,,
2102,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,None,THF,88.95,,
2103,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,None,THF,89.95,,
2104,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,None,THF,77.56,,
2105,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,None,THF,65.80,,
2106,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,None,THF,86.35,,
2107,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,None,THF,68.00,,
2108,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,None,THF,58.21,,
2109,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,None,THF,61.65,,
2110,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,None,THF,38.24,,
2111,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,None,THF,35.71,,
2112,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,None,THF,45.07,,
2113,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,NaOH,DMF,74.71,,
2114,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,NaOH,DMF,88.53,,
2115,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,NaOH,DMF,93.09,,
2116,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,NaOH,DMF,93.81,,
2117,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,NaOH,DMF,82.45,,
2118,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,NaOH,DMF,94.60,,
2119,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,NaOH,DMF,91.09,,
2120,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,NaOH,DMF,88.09,,
2121,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,NaOH,DMF,90.34,,
2122,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,NaOH,DMF,23.24,,
2123,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,NaOH,DMF,69.56,,
2124,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,NaOH,DMF,49.41,,
2125,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,NaHCO3,DMF,9.76,,
2126,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,NaHCO3,DMF,93.09,,
2127,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,NaHCO3,DMF,88.64,,
2128,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,NaHCO3,DMF,70.05,,
2129,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,NaHCO3,DMF,62.61,,
2130,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,NaHCO3,DMF,84.49,,
2131,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,NaHCO3,DMF,75.87,,
2132,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,NaHCO3,DMF,55.34,,
2133,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,NaHCO3,DMF,72.62,,
2134,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,NaHCO3,DMF,52.36,,
2135,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,NaHCO3,DMF,18.78,,
2136,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,NaHCO3,DMF,38.75,,
2137,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,CsF,DMF,8.72,,
2138,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,CsF,DMF,90.92,,
2139,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,CsF,DMF,91.83,,
2140,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,CsF,DMF,82.68,,
2141,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,CsF,DMF,77.72,,
2142,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,CsF,DMF,94.69,,
2143,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,CsF,DMF,82.58,,
2144,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,CsF,DMF,65.42,,
2145,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,CsF,DMF,75.70,,
2146,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,CsF,DMF,80.02,,
2147,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,CsF,DMF,20.85,,
2148,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,CsF,DMF,45.42,,
2149,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,K3PO4,DMF,67.21,,
2150,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,K3PO4,DMF,82.49,,
2151,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,K3PO4,DMF,85.38,,
2152,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,K3PO4,DMF,60.87,,
2153,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,K3PO4,DMF,55.43,,
2154,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,K3PO4,DMF,80.23,,
2155,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,K3PO4,DMF,65.91,,
2156,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,K3PO4,DMF,60.62,,
2157,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,K3PO4,DMF,51.28,,
2158,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,K3PO4,DMF,33.22,,
2159,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,K3PO4,DMF,19.12,,
2160,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,K3PO4,DMF,40.07,,
2161,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,KOH,DMF,56.56,,
2162,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,KOH,DMF,93.46,,
2163,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,KOH,DMF,91.35,,
2164,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,KOH,DMF,93.62,,
2165,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,KOH,DMF,82.14,,
2166,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,KOH,DMF,94.13,,
2167,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,KOH,DMF,88.89,,
2168,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,KOH,DMF,81.21,,
2169,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,KOH,DMF,85.96,,
2170,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,KOH,DMF,42.24,,
2171,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,KOH,DMF,72.17,,
2172,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,KOH,DMF,59.38,,
2173,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,LiOtBu,DMF,88.33,,
2174,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,LiOtBu,DMF,95.49,,
2175,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,LiOtBu,DMF,96.28,,
2176,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,LiOtBu,DMF,89.03,,
2177,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,LiOtBu,DMF,82.58,,
2178,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,LiOtBu,DMF,96.97,,
2179,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,LiOtBu,DMF,93.79,,
2180,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,LiOtBu,DMF,83.34,,
2181,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,LiOtBu,DMF,82.14,,
2182,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,LiOtBu,DMF,29.84,,
2183,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,LiOtBu,DMF,68.64,,
2184,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,LiOtBu,DMF,61.79,,
2185,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,Et3N,DMF,92.96,,
2186,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,Et3N,DMF,89.15,,
2187,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,Et3N,DMF,90.81,,
2188,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,Et3N,DMF,76.98,,
2189,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,Et3N,DMF,71.34,,
2190,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,Et3N,DMF,86.44,,
2191,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,Et3N,DMF,73.02,,
2192,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,Et3N,DMF,69.90,,
2193,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,Et3N,DMF,72.75,,
2194,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,Et3N,DMF,32.15,,
2195,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,Et3N,DMF,42.09,,
2196,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,Et3N,DMF,31.50,,
2197,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,None,DMF,90.92,,
2198,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,None,DMF,95.18,,
2199,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,None,DMF,95.78,,
2200,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,None,DMF,62.90,,
2201,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,None,DMF,51.62,,
2202,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,None,DMF,74.53,,
2203,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,None,DMF,55.91,,
2204,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,None,DMF,52.67,,
2205,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,None,DMF,44.36,,
2206,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,None,DMF,33.12,,
2207,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,None,DMF,15.46,,
2208,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,None,DMF,30.28,,
2209,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,NaOH,MeOH,80.02,,
2210,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,NaOH,MeOH,89.96,,
2211,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,NaOH,MeOH,90.36,,
2212,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,NaOH,MeOH,84.38,,
2213,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,NaOH,MeOH,83.25,,
2214,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,NaOH,MeOH,84.80,,
2215,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,NaOH,MeOH,83.90,,
2216,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,NaOH,MeOH,74.94,,
2217,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,NaOH,MeOH,81.05,,
2218,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,NaOH,MeOH,80.99,,
2219,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,NaOH,MeOH,48.42,,
2220,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,NaOH,MeOH,75.47,,
2221,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,NaHCO3,MeOH,77.27,,
2222,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeOH,87.84,,
2223,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,NaHCO3,MeOH,90.07,,
2224,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,NaHCO3,MeOH,86.58,,
2225,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeOH,86.82,,
2226,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,NaHCO3,MeOH,83.75,,
2227,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,NaHCO3,MeOH,82.50,,
2228,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,NaHCO3,MeOH,67.23,,
2229,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,NaHCO3,MeOH,81.52,,
2230,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,NaHCO3,MeOH,79.88,,
2231,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,NaHCO3,MeOH,46.70,,
2232,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,NaHCO3,MeOH,74.90,,
2233,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,CsF,MeOH,67.08,,
2234,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,CsF,MeOH,68.00,,
2235,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,CsF,MeOH,75.68,,
2236,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,CsF,MeOH,77.41,,
2237,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,CsF,MeOH,72.92,,
2238,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,CsF,MeOH,76.08,,
2239,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,CsF,MeOH,52.18,,
2240,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,CsF,MeOH,50.91,,
2241,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,CsF,MeOH,49.61,,
2242,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,CsF,MeOH,60.34,,
2243,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,CsF,MeOH,21.09,,
2244,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,CsF,MeOH,40.40,,
2245,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,K3PO4,MeOH,83.04,,
2246,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,K3PO4,MeOH,90.36,,
2247,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,K3PO4,MeOH,92.58,,
2248,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,K3PO4,MeOH,88.04,,
2249,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,K3PO4,MeOH,88.19,,
2250,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,K3PO4,MeOH,91.15,,
2251,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,K3PO4,MeOH,88.96,,
2252,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,K3PO4,MeOH,77.55,,
2253,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,K3PO4,MeOH,85.09,,
2254,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,K3PO4,MeOH,78.78,,
2255,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,K3PO4,MeOH,39.80,,
2256,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,K3PO4,MeOH,75.42,,
2257,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,KOH,MeOH,80.91,,
2258,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,KOH,MeOH,83.21,,
2259,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,KOH,MeOH,83.80,,
2260,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,KOH,MeOH,78.56,,
2261,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,KOH,MeOH,86.40,,
2262,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,KOH,MeOH,83.71,,
2263,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,KOH,MeOH,87.81,,
2264,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,KOH,MeOH,78.48,,
2265,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,KOH,MeOH,82.35,,
2266,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,KOH,MeOH,84.83,,
2267,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,KOH,MeOH,75.06,,
2268,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,KOH,MeOH,68.08,,
2269,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,LiOtBu,MeOH,85.92,,
2270,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeOH,92.33,,
2271,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,LiOtBu,MeOH,100.00,,
2272,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,LiOtBu,MeOH,89.27,,
2273,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeOH,100.00,,
2274,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,LiOtBu,MeOH,86.19,,
2275,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,LiOtBu,MeOH,100.00,,
2276,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,LiOtBu,MeOH,88.71,,
2277,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,LiOtBu,MeOH,91.90,,
2278,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,LiOtBu,MeOH,85.35,,
2279,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,LiOtBu,MeOH,85.42,,
2280,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,LiOtBu,MeOH,64.10,,
2281,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(tBu)3,Et3N,MeOH,70.65,,
2282,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Ph)3 ,Et3N,MeOH,78.77,,
2283,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,AmPhos,Et3N,MeOH,73.96,,
2284,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(Cy)3,Et3N,MeOH,84.05,,
2285,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,P(o-Tol)3,Et3N,MeOH,72.18,,
2286,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,CataCXium A,Et3N,MeOH,73.53,,
2287,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,SPhos,Et3N,MeOH,76.43,,
2288,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dtbpf,Et3N,MeOH,59.73,,
2289,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,XPhos,Et3N,MeOH,78.36,,
2290,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,dppf,Et3N,MeOH,67.82,,
2291,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,Xantphos,Et3N,MeOH,58.80,,
2292,6-Iodoquinoline,"2b, Boronic Ester",Pd(OAc)2,None,Et3N,MeOH,49.37,,
